TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
HMGA1	NTNG2	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
HMGA1	PABPC1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
HMGA1	PSME1	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
HMGA1	PTGDS	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	None
HMGA1	RASSF3	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	None
HMGA1	SUB1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
HMGA1	TCAF1	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
HMGA1	TGM2	0.0581	50.03	0.029	rgb(217,211,211)	1.9913	None
HMGA1	UBE2S	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	None
HMGA1	VIM	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
HOXA7	KLF4	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	None
IKZF5	ITM2A	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IKZF5	SEPT9	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF1	ACHE	0.0581	50.05	0.054	rgb(218,207,207)	1.9917	2,2
IRF1	ADAMTSL2	0.0581	50.04	0.233	rgb(220,173,173)	1.9915	2,2
IRF1	AFAP1	-0.0581	50.03	-3.4E-02	rgb(210,213,218)	1.9913	None
IRF1	ALAS2	-0.0581	50.03	-2.6E-02	rgb(211,214,218)	1.9913	None
IRF1	ANKRD44	-0.0581	50.03	-2.7E-02	rgb(211,213,218)	1.9913	None
IRF1	ANXA1	0.0581	50.04	0.233	rgb(220,173,173)	1.9915	None
IRF1	AP1S2	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	APLF	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	ARAP2	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF1	AREG	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF1	ARHGAP20	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	ASS1	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	2,2
IRF1	B3GNT2	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	BDKRB2	0.0581	50.05	0.052	rgb(218,207,207)	1.9917	None
IRF1	CACHD1	0.0581	50.03	0.055	rgb(218,206,207)	1.9913	None
IRF1	CALHM6	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
IRF1	CAVIN2	-0.0581	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
IRF1	CCDC14	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	CD14	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	None
IRF1	CD36	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	CD44	0.0581	50.05	0.052	rgb(218,207,207)	1.9917	None
IRF1	CD52	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	CD69	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	CDC42EP4	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	None
IRF1	CDK19	0.0581	50.03	0.055	rgb(218,206,207)	1.9913	None
IRF1	CEP68	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	CMTM8	-0.0581	50.03	-2.7E-02	rgb(211,213,218)	1.9913	None
IRF1	COL3A1	-0.0581	50.03	-2.7E-02	rgb(211,213,218)	1.9913	None
IRF1	COL5A2	-0.0581	50.03	-2.6E-02	rgb(211,214,218)	1.9913	None
IRF1	CP	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	CTH	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	CYP1A1	-0.0581	50.03	-3.4E-02	rgb(210,213,218)	1.9913	2,2
IRF1	CYP26B1	-0.0581	50.03	-2.5E-02	rgb(212,214,218)	1.9913	None
IRF1	DAB2	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	None
IRF1	DDX3Y	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	2,2
IRF1	DISP1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	None
IRF1	DLL4	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
IRF1	DOC2B	0.0581	50.04	0.036	rgb(217,210,210)	1.9915	2,2
IRF1	EDIL3	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	ENSMMUG00000011452	0.0581	50.04	0.039	rgb(217,209,210)	1.9915	2,2
IRF1	ENSMMUG00000013237	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF1	ENSMMUG00000013280	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF1	ENSMMUG00000016637	0.0581	50.04	0.038	rgb(217,210,210)	1.9915	2,2
IRF1	ENSMMUG00000020102	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF1	ENSMMUG00000023575	0.0581	50.03	0.029	rgb(217,211,211)	1.9913	2,2
IRF1	ENSMMUG00000038017	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	2,2
IRF1	ENSMMUG00000041595	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF1	ENSMMUG00000042625	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	2,2
IRF1	EPHA5	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	2,2
IRF1	F2R	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	FAM213A	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF1	FAM241A	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	2,2
IRF1	FAM69B	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	2,2
IRF1	FBLN2	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	None
IRF1	FBXO32	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	None
IRF1	FGL2	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	None
IRF1	FLT1	0.0581	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	FRAS1	-0.0581	50.03	-3.0E-02	rgb(210,213,218)	1.9913	None
IRF1	FTH1	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF1	GAL	0.0581	50.05	0.051	rgb(218,207,207)	1.9917	2,2
IRF1	GPR68	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
IRF1	GPRC5B	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	GUCY2D	-0.0581	50.03	-2.5E-02	rgb(212,214,218)	1.9913	None
IRF1	HERC5	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF1	HEY1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	HIST1H1E	-0.0581	50.03	-3.2E-02	rgb(210,213,218)	1.9913	2,2
IRF1	HIVEP2	0.0581	50.04	0.037	rgb(217,210,210)	1.9915	None
IRF1	HLA-DOA	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF1	HMCN1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	ICAM5	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	2,2
IRF1	IGF2R	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	INTU	-0.0581	50.03	-3.0E-02	rgb(210,213,218)	1.9913	None
IRF1	ITM2C	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	JDP2	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF1	JUNB	0.0581	50.04	0.036	rgb(217,210,210)	1.9915	None
IRF1	KBTBD2	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF1	KDM5D	-0.0581	50.04	-4.3E-02	rgb(208,211,219)	1.9915	2,2
IRF1	LAMA2	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	None
IRF1	LDHA	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF1	LEPR	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	LIF	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	LIMD2	0.0581	50.04	0.038	rgb(217,210,210)	1.9915	2,2
IRF1	LPXN	-0.0581	50.03	-2.6E-02	rgb(211,214,218)	1.9913	None
IRF1	LRRN3	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	2,2
IRF1	LYVE1	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	None
IRF1	MAMU-B18	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
IRF1	MAP1B	-0.0581	50.03	-3.2E-02	rgb(210,213,218)	1.9913	None
IRF1	MLLT3	0.0581	50.03	0.055	rgb(218,206,207)	1.9913	None
IRF1	MMRN1	-0.0581	50.03	-3.0E-02	rgb(211,213,218)	1.9913	None
IRF1	MOCOS	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
IRF1	MX2	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
IRF1	MYO1E	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
IRF1	NES	0.0581	50.03	0.025	rgb(217,212,212)	1.9913	None
IRF1	OLFML2A	-0.0581	50.03	-2.5E-02	rgb(212,214,218)	1.9913	None
IRF1	PARP15	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	PDLIM1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	PIK3CG	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	PLA1A	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	PLCXD3	-0.0581	50.03	-3.1E-02	rgb(210,213,218)	1.9913	2,2
IRF1	PLEK	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF1	PODXL2	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	POSTN	-0.0581	50.03	-2.7E-02	rgb(211,213,218)	1.9913	2,2
IRF1	PREX2	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	RAB13	0.0581	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	RAB30	-0.0581	50.03	-3.0E-02	rgb(211,213,218)	1.9913	None
IRF1	RALGAPA2	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	None
IRF1	RASSF5	0.0581	50.05	0.048	rgb(218,208,208)	1.9917	None
IRF1	RBM43	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	RPS4Y2	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	2,2
IRF1	SAMSN1	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	2,2
IRF1	SFTPD	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	None
IRF1	SH2B3	0.0581	50.05	0.048	rgb(218,208,208)	1.9917	None
IRF1	SH3BGRL2	-0.0581	50.04	-4.2E-02	rgb(208,211,219)	1.9915	None
IRF1	SLC16A3	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
IRF1	SLC39A10	0.0581	50.04	0.233	rgb(220,173,173)	1.9915	None
IRF1	SLC39A8	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	SLC6A4	-0.0581	50.03	-3.0E-02	rgb(211,213,218)	1.9913	2,2
IRF1	SLF1	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	2,2
IRF1	SLFN13	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF1	SOBP	-0.0581	50.03	-3.0E-02	rgb(210,213,218)	1.9913	None
IRF1	SOCS1	0.0581	50.04	0.038	rgb(217,210,210)	1.9915	None
IRF1	SPSB1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	None
IRF1	STAP2	0.0581	50.04	0.038	rgb(217,210,210)	1.9915	None
IRF1	TCF15	-0.0581	50.03	-3.3E-02	rgb(210,213,218)	1.9913	None
IRF1	TEAD4	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	2,2
IRF1	THBS1	0.0581	50.03	0.055	rgb(218,206,207)	1.9913	None
IRF1	TMEM88	-0.0581	50.04	-3.9E-02	rgb(209,212,218)	1.9915	2,2
IRF1	TNFRSF10B	0.0581	50.05	0.046	rgb(218,208,208)	1.9917	None
IRF1	TNFRSF19	-0.0581	50.03	-2.6E-02	rgb(211,214,218)	1.9913	None
IRF1	TP53I11	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
IRF1	TPT1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF1	TSPAN15	0.0581	50.03	0.055	rgb(218,206,207)	1.9913	None
IRF1	TSPAN18	-0.0581	50.03	-3.5E-02	rgb(209,212,218)	1.9913	None
IRF1	TSPAN5	-0.0581	50.03	-2.8E-02	rgb(211,213,218)	1.9913	None
IRF1	UCKL1	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	2,2
IRF1	VASH2	-0.0581	50.03	-3.6E-02	rgb(209,212,218)	1.9913	None
IRF1	VWA2	-0.0581	50.03	-2.9E-02	rgb(211,213,218)	1.9913	None
IRF1	ZFHX3	-0.0581	50.03	-3.4E-02	rgb(210,213,218)	1.9913	None
IRF1	ZNF281	0.0581	50.04	0.233	rgb(220,173,173)	1.9915	None
IRF1	ZNF462	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	None
IRF1	ZNF721	-0.0581	50.03	-3.3E-02	rgb(210,213,218)	1.9913	2,2
IRF1	ZNRF3	-0.0581	50.04	-4.2E-02	rgb(208,211,219)	1.9915	None
IRF1	ZSCAN31	-0.0581	50.03	-2.6E-02	rgb(211,214,218)	1.9913	None
IRF7	ACTG1	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF7	C2CD4B	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF7	CALHM6	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF7	CCND1	-0.0581	50.04	-3.6E-02	rgb(209,212,218)	1.9915	2,2
IRF7	CLIC2	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
IRF7	CNN3	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF7	CTH	0.0581	50.05	0.047	rgb(218,208,208)	1.9917	2,2
IRF7	CXCL10	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	None
IRF7	CYSLTR1	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	2,2
IRF7	DNAJB1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF7	DNAJC25	0.0581	50.05	0.052	rgb(218,207,207)	1.9917	2,2
IRF7	ENSMMUG00000000729	0.0581	50.05	0.046	rgb(218,208,208)	1.9917	2,2
IRF7	ENSMMUG00000003629	0.0581	50.04	0.037	rgb(217,210,210)	1.9915	2,2
IRF7	ENSMMUG00000006971	0.0581	50.04	0.041	rgb(217,209,209)	1.9915	2,2
IRF7	ENSMMUG00000018256	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF7	ENSMMUG00000021448	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF7	ENSMMUG00000042625	0.0581	50.03	0.029	rgb(217,211,211)	1.9913	2,2
IRF7	ENSMMUG00000042961	-0.0581	50.05	-5.0E-02	rgb(206,210,219)	1.9917	2,2
IRF7	HIF1A	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF7	HRASLS2	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF7	HSPA8	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF7	HSPB8	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF7	KITLG	-0.0581	50.05	-4.9E-02	rgb(206,211,219)	1.9917	2,2
IRF7	LIFR	-0.0581	50.03	-3.2E-02	rgb(210,213,218)	1.9913	None
IRF7	MARCKS	0.0581	50.03	0.029	rgb(217,212,212)	1.9913	2,2
IRF7	MITD1	0.0581	50.05	0.046	rgb(218,208,208)	1.9917	None
IRF7	MT-ND4	0.0581	50.04	0.045	rgb(217,208,209)	1.9915	2,2
IRF7	NCKAP5	-0.0581	50.03	-3.4E-02	rgb(210,212,218)	1.9913	2,2
IRF7	NOSTRIN	0.0581	50.05	0.047	rgb(218,208,208)	1.9917	None
IRF7	RELA	0.0581	50.04	0.043	rgb(217,209,209)	1.9915	None
IRF7	RPS4Y2	-0.0581	50.03	-3.4E-02	rgb(210,213,218)	1.9913	2,2
IRF7	SELM	0.0581	50.03	0.034	rgb(217,210,210)	1.9913	2,2
IRF7	SLC25A28	0.0581	50.04	0.044	rgb(217,209,209)	1.9915	2,2
IRF7	SOD2	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF7	STAP2	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF7	TLR3	0.0581	50.05	0.051	rgb(218,207,207)	1.9917	None
IRF7	TNFRSF14	0.0581	50.03	0.034	rgb(217,210,210)	1.9913	2,2
IRF7	TNFRSF21	0.0581	50.05	0.053	rgb(218,207,207)	1.9917	2,2
IRF7	TP53I11	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF7	VASP	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF8	APOL2	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	None
IRF8	ATF3	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	None
IRF8	CCNG1	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
IRF8	CD9	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	None
IRF8	CDKN1A	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF8	CRMP1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
IRF8	DHX58	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
IRF8	ENSMMUG00000020157	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF8	IFI30	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	None
IRF8	IRF7	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
IRF8	JAK2	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF8	LAP3	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	None
IRF8	NFKBIZ	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
IRF8	UBD	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
IRF9	C1orf54	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF9	CALR	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	CAVIN2	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF9	CNN3	0.0581	50.05	0.046	rgb(218,208,208)	1.9917	2,2
IRF9	CTSL	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
IRF9	DBI	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF9	DRA	0.0581	50.05	0.053	rgb(218,207,207)	1.9917	2,2
IRF9	ENSMMUG00000001054	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
IRF9	ENSMMUG00000005593	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF9	ENSMMUG00000006598	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF9	ENSMMUG00000010322	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
IRF9	ENSMMUG00000015442	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	ENSMMUG00000021980	-0.0581	50.05	-4.8E-02	rgb(207,211,219)	1.9917	2,2
IRF9	ENSMMUG00000022334	0.0581	50.03	0.034	rgb(217,210,210)	1.9913	2,2
IRF9	ENSMMUG00000022451	0.0581	50.05	0.048	rgb(218,208,208)	1.9917	2,2
IRF9	ENSMMUG00000042295	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	2,2
IRF9	ENSMMUG00000047819	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF9	FTH1	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	GMPR	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
IRF9	GPR146	0.0581	50.03	0.028	rgb(217,212,212)	1.9913	2,2
IRF9	HIST2H2AA4	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	HSBP1L1	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF9	HYAL1	0.0581	50.03	0.025	rgb(217,212,212)	1.9913	None
IRF9	ID3	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	2,2
IRF9	ITIH5	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF9	MAP2	0.0581	50.05	0.048	rgb(218,208,208)	1.9917	None
IRF9	MARCKSL1	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
IRF9	MT1L	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	MT1M.1	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
IRF9	MTUS1	0.0581	50.04	0.041	rgb(217,209,209)	1.9915	None
IRF9	Mamu-DPB1	0.0581	50.04	0.036	rgb(217,210,210)	1.9915	2,2
IRF9	S1PR1	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	SLC25A5	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
IRF9	TIMP1	0.0581	50.04	0.038	rgb(217,210,210)	1.9915	2,2
IRF9	TSPAN12	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
IRF9	TUBB4B	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
JDP2	ABCF1	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	None
JDP2	ACTG1	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
JDP2	ADAMTS9	0.0581	50.03	0.039	rgb(217,210,210)	1.9913	None
JDP2	CARS	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
JDP2	CASP1	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	CD200	0.0581	50.05	0.233	rgb(220,173,173)	1.9917	None
JDP2	CFL2	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	None
JDP2	CSF2RB	0.0581	50.04	0.043	rgb(217,209,209)	1.9915	None
JDP2	CYLD	0.0581	50.04	0.035	rgb(217,210,210)	1.9915	None
JDP2	DYNLT1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JDP2	ENSMMUG00000006353	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	2,2
JDP2	ENSMMUG00000011870	0.0581	50.03	0.029	rgb(217,211,211)	1.9913	2,2
JDP2	ENSMMUG00000015270	0.0581	50.03	0.029	rgb(217,211,212)	1.9913	2,2
JDP2	ENSMMUG00000019251	0.0581	50.04	0.036	rgb(217,210,210)	1.9915	2,2
JDP2	ENSMMUG00000019370	0.0581	50.03	0.029	rgb(217,211,211)	1.9913	2,2
JDP2	ENSMMUG00000022489	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
JDP2	ENSMMUG00000041595	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
JDP2	EPHA2	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	FILIP1L	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	None
JDP2	FOSL2	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	GLTP	0.0581	50.03	0.034	rgb(217,210,210)	1.9913	2,2
JDP2	HSP90AB1	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
JDP2	IL4R	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
JDP2	LAP3	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	None
JDP2	LDHA	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	MAP2K3	0.0581	50.03	0.034	rgb(217,210,211)	1.9913	2,2
JDP2	MAST4	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	None
JDP2	METTL21A	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	2,2
JDP2	MT1L	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
JDP2	NKX3-1	0.0581	50.04	0.042	rgb(217,209,209)	1.9915	2,2
JDP2	OSGIN2	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	2,2
JDP2	PHF15	0.0581	50.04	0.041	rgb(217,209,209)	1.9915	2,2
JDP2	POLA2	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	None
JDP2	RAB13	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JDP2	RALGDS	0.0581	50.04	0.035	rgb(217,210,210)	1.9915	2,2
JDP2	RCAN1	0.0581	50.04	0.037	rgb(217,210,210)	1.9915	None
JDP2	RPL30	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
JDP2	RRBP1	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	SBNO2	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	None
JDP2	STX11	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JDP2	STYK1	0.0581	50.04	0.036	rgb(217,210,210)	1.9915	None
JDP2	SUB1	0.0581	50.04	0.233	rgb(220,173,173)	1.9915	None
JDP2	TPM4	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	None
JDP2	TPT1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JDP2	TUBA1B	0.0581	50.03	0.034	rgb(217,211,211)	1.9913	2,2
JDP2	UPP1	0.0581	50.04	0.04	rgb(217,209,209)	1.9915	None
JDP2	VASP	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JDP2	ZYX	0.0581	50.03	0.029	rgb(217,211,212)	1.9913	None
JRKL	ENSMMUG00000019370	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	2,2
JRKL	MARCKSL1	0.0581	50.03	0.035	rgb(217,210,210)	1.9913	2,2
JRKL	NUDT4	0.0581	50.03	0.032	rgb(217,211,211)	1.9913	2,2
JUNB	ADM	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JUNB	BTG1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JUNB	C5orf62	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
JUNB	CASP1	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JUNB	CLEC2B	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
JUNB	CYR61	0.0581	50.03	0.033	rgb(217,211,211)	1.9913	2,2
JUNB	EGLN3	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	None
JUNB	ENSMMUG00000001054	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	2,2
JUNB	ENSMMUG00000002676	0.0581	50.03	0.025	rgb(217,212,212)	1.9913	2,2
JUNB	ENSMMUG00000003867	0.0581	50.03	0.03	rgb(217,211,211)	1.9913	2,2
JUNB	ENSMMUG00000010029	0.0581	50.03	0.026	rgb(217,212,212)	1.9913	2,2
JUNB	ENSMMUG00000013237	0.0581	50.03	0.233	rgb(220,173,173)	1.9913	2,2
JUNB	ENSMMUG00000019370	0.0581	50.03	0.027	rgb(217,212,212)	1.9913	2,2
JUNB	ENSMMUG00000022451	0.0581	50.03	0.126	rgb(218,193,193)	1.9913	2,2
JUNB	ENSMMUG00000029821	0.0581	50.03	0.031	rgb(217,211,211)	1.9913	2,2
